title,price_raw,price,is_negotiable,date_raw,date,category_path,level1,level2,level3,level4,region,city,district,link
Sandały Lasocki rozmiar 20 czerwony granatowy,25 złdo negocjacji,25,True,Dzisiaj o 15:32,2026-05-05,Dla Dzieci > Buciki,Dla Dzieci,Buciki,,,Śląskie,Markowizna,,https://www.olx.pl/d/oferta/sandaly-lasocki-rozmiar-20-czerwony-granatowy-CID88-ID17mhbw.html?search_reason=search%7Corganic
Sukienka ZARA roz XS,30 zł,30,False,Dzisiaj o 15:32,2026-05-05,Moda > Ubrania damskie > Sukienki > Sukienki codzienne,Moda,Ubrania damskie,Sukienki,Sukienki codzienne,Dolnośląskie,Jedlina-Zdrój,,https://www.olx.pl/d/oferta/sukienka-zara-roz-xs-CID87-ID1aw8Wk.html?search_reason=search%7Corganic
czarna torebka na ramię,20 zł,20,False,Dzisiaj o 15:32,2026-05-05,Moda > Torby i torebki > Torby na ramię,Moda,Torby i torebki,Torby na ramię,,Łódzkie,Żychlin,,https://www.olx.pl/d/oferta/czarna-torebka-na-ramie-CID87-ID1aw8W4.html?search_reason=search%7Corganic
spodenki dziewczęce Sinsay r. 146,8 zł,8,False,Dzisiaj o 15:32,2026-05-05,Dla Dzieci > Ubranka dla dziewczynek > Spodnie i spodenki > Spodenki,Dla Dzieci,Ubranka dla dziewczynek,Spodnie i spodenki,Spodenki,Małopolskie,Olkusz,,https://www.olx.pl/d/oferta/spodenki-dziewczece-sinsay-r-146-CID88-ID18a4fi.html?search_reason=search%7Corganic
Bluzka Scooby-Doo Pepco rozmiar 104,6 zł,6,False,Dzisiaj o 15:32,2026-05-05,Dla Dzieci > Ubranka dla chłopców > Bluzki i koszulki > Koszulki z długim rękawem,Dla Dzieci,Ubranka dla chłopców,Bluzki i koszulki,Koszulki z długim rękawem,Lubuskie,Górzyca,,https://www.olx.pl/d/oferta/bluzka-scooby-doo-pepco-rozmiar-104-CID88-ID13RGXz.html?search_reason=search%7Corganic
Album z PRL-u całkowicie NOWY,100 zł,100,False,Dzisiaj o 15:32,2026-05-05,Antyki i Kolekcje > Antyki > Antykwariat > Stare książki,Antyki i Kolekcje,Antyki,Antykwariat,Stare książki,Małopolskie,Kraków,Podgórze Duchackie,https://www.olx.pl/d/oferta/album-z-prl-u-calkowicie-nowy-CID4042-ID16xSTF.html?search_reason=search%7Corganic
"Scoot & Ride, Highwaykick 1, jeździk i hulajnoga 2w1, As, kask",160 zł,160,False,Dzisiaj o 15:32,2026-05-05,Sport i Hobby > Skating > Hulajnogi,Sport i Hobby,Skating,Hulajnogi,,Mazowieckie,Ząbki,,https://www.olx.pl/d/oferta/scoot-ride-highwaykick-1-jezdzik-i-hulajnoga-2w1-as-kask-CID767-ID1aw8Uj.html?search_reason=search%7Corganic
Venieri Ładowarka kołowa 2003 Rok widły łyżka silnik YANMAR 45KM ŁADNA Transport Okazja !!!,53 900 złdo negocjacji,53900,True,Dzisiaj o 15:32,2026-05-05,Rolnictwo > Maszyny rolnicze > Ładowarki teleskopowe i miniładowarki,Rolnictwo,Maszyny rolnicze,Ładowarki teleskopowe i miniładowarki,,Łódzkie,Złoczew,,https://www.olx.pl/d/oferta/venieri-ladowarka-kolowa-2003-rok-widly-lyzka-silnik-yanmar-45km-ladna-transport-okazja-CID757-ID1aw8Qw.html?search_reason=search%7Corganic
PlayStation 5 z napędem,2 400 zł,2400,False,Dzisiaj o 12:24,2026-05-05,Elektronika > Gry i Konsole > Konsole > PlayStation,Elektronika,Gry i Konsole,Konsole,PlayStation,Mazowieckie,Sochaczew,,https://www.olx.pl/d/oferta/playstation-5-z-napedem-CID99-ID1auXxz.html?search_reason=search%7Corganic
Buty BiG Star r 38,75 zł,75,False,06 kwietnia 2026,2026-04-06,Moda > Buty damskie > Pozostałe,Moda,Buty damskie,Pozostałe,,Kujawsko-pomorskie,Toruń,,https://www.olx.pl/d/oferta/buty-big-star-r-38-CID87-ID14NPre.html?search_reason=search%7Cpromoted
Grzałka do basenu Pahlen Aqua Compact 12.0 kW,1 299 zł,1299,False,Odświeżono dnia 03 maja 2026,2026-05-03,Dom i Ogród > Ogród > Baseny,Dom i Ogród,Ogród,Baseny,,Małopolskie,Mszana Dolna,,https://www.olx.pl/d/oferta/grzalka-do-basenu-pahlen-aqua-compact-12-0-kw-CID628-ID18q7iL.html?search_reason=search%7Cpromoted
Zabawka interaktywna MINECRAFT Eksplodujący Creeper HRR48 Zdalnie sterowany na pilot,280 zł,280,False,Dzisiaj o 15:32,2026-05-05,Dla Dzieci > Zabawki > Zabawki edukacyjne,Dla Dzieci,Zabawki,Zabawki edukacyjne,,Dolnośląskie,Wrocław,Psie Pole,https://www.olx.pl/d/oferta/zabawka-interaktywna-minecraft-eksplodujacy-creeper-hrr48-zdalnie-sterowany-na-pilot-CID88-ID19hG01.html?search_reason=search%7Cpromoted
sprzedam drzwi tylne,200 zł,200,False,Dzisiaj o 15:32,2026-05-05,Motoryzacja > Wyposażenie i akcesoria samochodowe > Pozostałe,Motoryzacja,Wyposażenie i akcesoria samochodowe,Pozostałe,,Zachodniopomorskie,Sławno,,https://www.olx.pl/d/oferta/sprzedam-drzwi-tylne-CID5-ID18htfz.html?search_reason=search%7Corganic
Puzzle Guess 30 elementów,5 zł,5,False,Dzisiaj o 15:32,2026-05-05,Dla Dzieci > Zabawki > Puzzle,Dla Dzieci,Zabawki,Puzzle,,Wielkopolskie,Mosina,,https://www.olx.pl/d/oferta/puzzle-guess-30-elementow-CID88-ID17Ld1z.html?search_reason=search%7Corganic
Felga Aluminiowa 18 Cali Skoda Karoq Oryginał,550 zł,550,False,Dzisiaj o 15:32,2026-05-05,Motoryzacja > Opony i Felgi > Felgi,Motoryzacja,Opony i Felgi,Felgi,,Wielkopolskie,Puszczykowo,,https://www.olx.pl/d/oferta/felga-aluminiowa-18-cali-skoda-karoq-oryginal-CID5-ID17lPgW.html?search_reason=search%7Corganic
Skuter piaggio x7 125,4 000 zł,4000,False,Dzisiaj o 15:32,2026-05-05,Motoryzacja > Motocykle i Skutery > Skuter,Motoryzacja,Motocykle i Skutery,Skuter,,Małopolskie,Tarnów,,https://www.olx.pl/d/oferta/skuter-piaggio-x7-125-CID5-ID1aw8K5.html?search_reason=search%7Corganic
Manga Given tomy 1-6,80 zł,80,False,Dzisiaj o 15:32,2026-05-05,Muzyka i Edukacja > Książki > Komiksy,Muzyka i Edukacja,Książki,Komiksy,,Łódzkie,Brzeziny,,https://www.olx.pl/d/oferta/manga-given-tomy-1-6-CID751-ID16xSSq.html?search_reason=search%7Corganic
"Bateria umywalkowa krótko używana, Sprawna",60 zł,60,False,Dzisiaj o 15:32,2026-05-05,Budowa i Remont > Łazienka > Baterie łazienkowe,Budowa i Remont,Łazienka,Baterie łazienkowe,,Małopolskie,Nowy Sącz,,https://www.olx.pl/d/oferta/bateria-umywalkowa-krotko-uzywana-sprawna-CID5216-ID14mULv.html?search_reason=search%7Corganic
"Czarna bluza z kapturem, Zara rozm. S",29 zł,29,False,Dzisiaj o 15:32,2026-05-05,Moda > Ubrania damskie > Bluzy,Moda,Ubrania damskie,Bluzy,,Małopolskie,Kraków,Bronowice,https://www.olx.pl/d/oferta/czarna-bluza-z-kapturem-zara-rozm-s-CID87-ID14mTHm.html?search_reason=search%7Corganic
Piękna torebka dla dziewczynki,25 zł,25,False,Dzisiaj o 15:32,2026-05-05,Moda > Torby i torebki > Torby na ramię,Moda,Torby i torebki,Torby na ramię,,Mazowieckie,Legionowo,,https://www.olx.pl/d/oferta/piekna-torebka-dla-dziewczynki-CID87-ID12TRn6.html?search_reason=search%7Corganic
Iphone 15 Pro 128gb Cena tylko do 8 maja,2 000 zł,2000,False,Dzisiaj o 15:32,2026-05-05,Elektronika > Telefony > Smartfony i telefony komórkowe > iPhone,Elektronika,Telefony,Smartfony i telefony komórkowe,iPhone,Opolskie,Głogówek,,https://www.olx.pl/d/oferta/iphone-15-pro-128gb-cena-tylko-do-8-maja-CID99-ID1aw8TT.html?search_reason=search%7Corganic
"Garaż blaszany na kazdy wymiar, profil zamkniety ocynkowany",14 500 zł,14500,False,04 maja 2026,2026-05-04,Budowa i Remont > Garaże,Budowa i Remont,Garaże,,,Świętokrzyskie,Ostrowiec Świętokrzyski,,https://www.olx.pl/d/oferta/garaz-blaszany-na-kazdy-wymiar-profil-zamkniety-ocynkowany-CID5216-ID1a1U34.html?search_reason=search%7Corganic
"Wycinka drzew , podnośniki koszowe, zwyzka, przycinanie drzew, hds",,,False,Odświeżono dzisiaj o 11:26,2026-05-05,Usługi > Usługi ogrodnicze > Pozostałe,Usługi,Usługi ogrodnicze,Pozostałe,,Mazowieckie,Warszawa,Wola,https://www.olx.pl/d/oferta/wycinka-drzew-podnosniki-koszowe-zwyzka-przycinanie-drzew-hds-CID4371-ID10zq8w.html?search_reason=search%7Cpromoted
"Krolik karzełek miniaturka teddy odbiór Szczecin,lewek,baranek i inne",150 zł,150,False,Odświeżono dzisiaj o 05:58,2026-05-05,Zwierzęta > Gryzonie i Króliki,Zwierzęta,Gryzonie i Króliki,,,Zachodniopomorskie,Szczecin,Zdroje,https://www.olx.pl/d/oferta/krolik-karzelek-miniaturka-teddy-odbior-szczecin-lewek-baranek-i-inne-CID103-ID13Nxgq.html?search_reason=search%7Cpromoted
JAGUAR XF 250 FELGA ALUMINIOWA 8.5 20 CALI 6W83-1007-EC  KOŁO 5X108,450 zł,450,False,Odświeżono dzisiaj o 15:32,2026-05-05,,,,,,,,,https://www.otomoto.pl/oferta/jaguar-xf-250-felga-aluminiowa-8-5-20-cali-6w83-1007-ec-kolo-5x108-ID6I1QbZ.html
VOLVO XC90 II KLOCKI TARCZE HAMULCOWE TYŁ 31687439,250 zł,250,False,Odświeżono dzisiaj o 15:32,2026-05-05,,,,,,,,,https://www.otomoto.pl/oferta/volvo-xc90-ii-klocki-tarcze-hamulcowe-tyl-31687439-ID6HXodP.html
SKRZYNIA BIEGÓW VOLVO S80 I 2.4 D5 MANUAL 5 BIEGÓW 1023746,299 zł,299,False,Odświeżono dzisiaj o 15:32,2026-05-05,,,,,,,,,https://www.otomoto.pl/oferta/skrzynia-biegow-volvo-s80-i-2-4-d5-manual-5-biegow-1023746-ID6HSxaK.html
SKRZYNIA BIEGÓW PÓŁAUTOMAT CITROEN C3 I 1.4 HDI 20CP65,899 zł,899,False,Odświeżono dzisiaj o 15:32,2026-05-05,,,,,,,,,https://www.otomoto.pl/oferta/skrzynia-biegow-polautomat-citroen-c3-i-1-4-hdi-20cp65-ID6HSxaA.html
STEROWNIK MODUŁ MAZDA CX-9 I LIFT TG15675DZA,149 zł,149,False,Odświeżono dzisiaj o 15:32,2026-05-05,,,,,,,,,https://www.otomoto.pl/oferta/sterownik-modul-mazda-cx-9-i-lift-tg15675dza-ID6HS2MB.html
SZYBERDACH MAZDA CX-9 I LIFT 833100-4021,299 zł,299,False,Odświeżono dzisiaj o 15:32,2026-05-05,,,,,,,,,https://www.otomoto.pl/oferta/szyberdach-mazda-cx-9-i-lift-833100-4021-ID6HS2LL.html
Skrzynia Automat 2.0 Benzyna Scenic Megane Laguna DP0 104 DP0104 2001-2006r,1 399 zł,1399,False,Odświeżono dzisiaj o 15:32,2026-05-05,,,,,,,,,https://www.otomoto.pl/oferta/skrzynia-automat-2-0-benzyna-scenic-megane-laguna-dp0-104-dp0104-2001-2006r-ID6HPF6J.html
MERCEDES GLK 204X DRZWI LEWE TYL KOD LAKIERU C755 755,1 100 złdo negocjacji,1100,True,Odświeżono dzisiaj o 15:32,2026-05-05,,,,,,,,,https://www.otomoto.pl/oferta/mercedes-glk-204x-drzwi-lewe-tyl-kod-lakieru-c755-755-ID6HLP70.html
TAPICERKA DRZWI LEWY TYŁ TYLNA FIAT FREEMONT,150 złdo negocjacji,150,True,Odświeżono dzisiaj o 15:32,2026-05-05,,,,,,,,,https://www.otomoto.pl/oferta/tapicerka-drzwi-lewy-tyl-tylna-fiat-freemont-ID6HLP1U.html
"205/60/15 Achilles 205/60R15 91H Winter 101x Zima 2015 7,5mm",200 złdo negocjacji,200,True,Odświeżono dzisiaj o 15:32,2026-05-05,Motoryzacja > Opony i Felgi > Opony,Motoryzacja,Opony i Felgi,Opony,,Lubuskie,Żary,,https://www.olx.pl/d/oferta/205-60-15-achilles-205-60r15-91h-winter-101x-zima-2015-7-5mm-CID5-ID16RjjK.html?search_reason=search%7Corganic
Kurtka XL H&M męska,50 zł,50,False,Odświeżono dnia 02 maja 2026,2026-05-02,Moda > Ubrania męskie > Odzież wierzchnia > Kurtki lekkie,Moda,Ubrania męskie,Odzież wierzchnia,Kurtki lekkie,Wielkopolskie,Poznań,Stare Miasto,https://www.olx.pl/d/oferta/kurtka-xl-h-m-meska-CID87-ID1aaCjp.html?search_reason=search%7Cpromoted
Drewno opalowe-kominkowe,150 zł,150,False,Odświeżono dnia 22 kwietnia 2026,2026-04-22,Dom i Ogród > Ogrzewanie > Opał > Drewno,Dom i Ogród,Ogrzewanie,Opał,Drewno,Kujawsko-pomorskie,Włocławek,,https://www.olx.pl/d/oferta/drewno-opalowe-kominkowe-CID628-IDVGUfk.html?search_reason=search%7Cpromoted
Plecak MTV z piórnikiem,70 zł,70,False,Odświeżono dnia 04 maja 2026,2026-05-04,Moda > Torby i torebki > Plecaki,Moda,Torby i torebki,Plecaki,,Świętokrzyskie,Kielce,,https://www.olx.pl/d/oferta/plecak-mtv-z-piornikiem-CID87-IDQGJM2.html?search_reason=search%7Cpromoted
Pamiątka chrztu z konikiem,30 zł,30,False,Dzisiaj o 15:34,2026-05-05,Dla Dzieci > Pozostałe,Dla Dzieci,Pozostałe,,,Warmińsko-mazurskie,Kętrzyn,,https://www.olx.pl/d/oferta/pamiatka-chrztu-z-konikiem-CID88-ID12ovb6.html?search_reason=search%7Corganic
Siostra szczeniaczka uczniaczka +gratis,69 zł,69,False,Dzisiaj o 15:34,2026-05-05,Dla Dzieci > Zabawki > Zabawki edukacyjne,Dla Dzieci,Zabawki,Zabawki edukacyjne,,Mazowieckie,Warszawa,Bemowo,https://www.olx.pl/d/oferta/siostra-szczeniaczka-uczniaczka-gratis-CID88-IDRWjxP.html?search_reason=search%7Corganic
"Buty NIKE AIR ZOOM PEGASUS 38 SHIELD roz 47,5 Bieganie Sportowe",280 zł,280,False,Dzisiaj o 15:34,2026-05-05,Moda > Buty męskie > Obuwie sportowe > Buty do biegania,Moda,Buty męskie,Obuwie sportowe,Buty do biegania,Mazowieckie,Warszawa,Ursus,https://www.olx.pl/d/oferta/buty-nike-air-zoom-pegasus-38-shield-roz-47-5-bieganie-sportowe-CID87-ID10a6b3.html?search_reason=search%7Corganic
Zawieszka charms firmy Apart,99 zł,99,False,Dzisiaj o 15:34,2026-05-05,Moda > Biżuteria > Charmsy,Moda,Biżuteria,Charmsy,,Mazowieckie,Pruszków,,https://www.olx.pl/d/oferta/zawieszka-charms-firmy-apart-CID87-ID19FOIx.html?search_reason=search%7Corganic
Rod Stewart winyl atlantic crossing,30 zł,30,False,Dzisiaj o 15:34,2026-05-05,Muzyka i Edukacja > Muzyka > Płyty winylowe,Muzyka i Edukacja,Muzyka,Płyty winylowe,,Małopolskie,Poręba,,https://www.olx.pl/d/oferta/rod-stewart-winyl-atlantic-crossing-CID751-ID18U8G6.html?search_reason=search%7Corganic
Ceramiczny czajniczek imbryk retro,35 zł,35,False,Dzisiaj o 15:34,2026-05-05,Antyki i Kolekcje > Antyki > Stara porcelana > Dzbanki i czajniki,Antyki i Kolekcje,Antyki,Stara porcelana,Dzbanki i czajniki,Wielkopolskie,Ostrów Wielkopolski,,https://www.olx.pl/d/oferta/ceramiczny-czajniczek-imbryk-retro-CID4042-ID12vzQf.html?search_reason=search%7Corganic
Jaś i Małgosia gra planszowa,30 zł,30,False,Dzisiaj o 15:34,2026-05-05,Sport i Hobby > Gry planszowe,Sport i Hobby,Gry planszowe,,,Śląskie,Katowice,Śródmieście,https://www.olx.pl/d/oferta/jas-i-malgosia-gra-planszowa-CID767-IDXTOWy.html?search_reason=search%7Corganic
Skórzane sneakersy guess rozmiar 46 casual,239 złdo negocjacji,239,True,Dzisiaj o 15:34,2026-05-05,Moda > Buty męskie > Obuwie sportowe > Pozostałe,Moda,Buty męskie,Obuwie sportowe,Pozostałe,Opolskie,Lewin Brzeski,,https://www.olx.pl/d/oferta/skorzane-sneakersy-guess-rozmiar-46-casual-CID87-ID19hG8I.html?search_reason=search%7Corganic
Drewniane buty małe belgijskie chodaki Brugge vintage zabytkowe,32 zł,32,False,Dzisiaj o 15:34,2026-05-05,Antyki i Kolekcje > Kolekcje > Pozostałe,Antyki i Kolekcje,Kolekcje,Pozostałe,,Mazowieckie,Sochaczew,,https://www.olx.pl/d/oferta/drewniane-buty-male-belgijskie-chodaki-brugge-vintage-zabytkowe-CID4042-ID18U8FJ.html?search_reason=search%7Corganic
Prostownica do włosów Moser 4417 CeraStyle Pro,130 zł,130,False,Dzisiaj o 15:34,2026-05-05,Elektronika > Sprzęt AGD > AGD drobne > Prostownice i karbownice,Elektronika,Sprzęt AGD,AGD drobne,Prostownice i karbownice,Mazowieckie,Warszawa,Białołęka,https://www.olx.pl/d/oferta/prostownica-do-wlosow-moser-4417-cerastyle-pro-CID99-ID14mTTT.html?search_reason=search%7Corganic
Komplet bombek choinkowych,1 800 zł,1800,False,Odświeżono dzisiaj o 10:01,2026-05-05,Dom i Ogród > Wyposażenie wnętrz > Ozdoby okolicznościowe,Dom i Ogród,Wyposażenie wnętrz,Ozdoby okolicznościowe,,Wielkopolskie,Zacharzew,,https://www.olx.pl/d/oferta/komplet-bombek-choinkowych-CID628-ID14oIx6.html?search_reason=search%7Cpromoted
Montażysta okien i drzwi,,,False,,,Praca > Budowa / remonty > Pracownik ogólnobudowlany,Praca,Budowa / remonty,Pracownik ogólnobudowlany,,Świętokrzyskie,Chęciny,,https://www.olx.pl/oferta/praca/montazysta-okien-i-drzwi-CID4-ID16ccN7.html?search_reason=search%7Cpromoted
Domek nad jeziorem w Gibach z balią i sauną,650  zł/za dobę,650,False,13 kwietnia 2026,2026-04-13,Noclegi > Noclegi Polska,Noclegi,Noclegi Polska,,,Podlaskie,Giby,,https://www.olx.pl/d/oferta/domek-nad-jeziorem-w-gibach-z-balia-i-sauna-CID1816-IDH6Uqc.html?search_reason=search%7Cpromoted
Plakat dla dziecka! A3 nowy! Szop zwierzęta styl skandynawski,15 zł,15,False,Dzisiaj o 15:34,2026-05-05,Dla Dzieci > Pozostałe,Dla Dzieci,Pozostałe,,,Wielkopolskie,Poznań,Wilda,https://www.olx.pl/d/oferta/plakat-dla-dziecka-a3-nowy-szop-zwierzeta-styl-skandynawski-CID88-IDUGFcr.html?search_reason=search%7Corganic
"Korepetycje język polski - online, matura, egzamin ósmoklasisty",60 zł,60,False,Odświeżono dzisiaj o 15:34,2026-05-05,Usługi > Korepetycje > Polski,Usługi,Korepetycje,Polski,,Dolnośląskie,Dzierżoniów,,https://www.olx.pl/d/oferta/korepetycje-jezyk-polski-online-matura-egzamin-osmoklasisty-CID4371-IDRLYtf.html?search_reason=search%7Corganic
Rower MTB alu 27.5 cali Meserra,1 099 złdo negocjacji,1099,True,Dzisiaj o 15:34,2026-05-05,Sport i Hobby > Rowery > Rowery górskie,Sport i Hobby,Rowery,Rowery górskie,,Mazowieckie,Ludwinowo Zegrzyńskie,,https://www.olx.pl/d/oferta/rower-mtb-alu-27-5-cali-meserra-CID767-ID1a5vA0.html?search_reason=search%7Corganic
Volkswagen Touareg 3 III Belka Przednia Wzmocnienie Przód Zderzaka,250 zł,250,False,Dzisiaj o 15:34,2026-05-05,Motoryzacja > Części samochodowe > Osobowe,Motoryzacja,Części samochodowe,Osobowe,,Wielkopolskie,Ostrów Wielkopolski,,https://www.olx.pl/d/oferta/volkswagen-touareg-3-iii-belka-przednia-wzmocnienie-przod-zderzaka-CID5-ID13JqVx.html?search_reason=search%7Corganic
Podręcznik MATeMAtyka do 1 klasy wyd. nowa era,40 zł,40,False,Dzisiaj o 15:34,2026-05-05,Muzyka i Edukacja > Książki > Podręczniki szkolne,Muzyka i Edukacja,Książki,Podręczniki szkolne,,Dolnośląskie,Środa Śląska,,https://www.olx.pl/d/oferta/podrecznik-matematyka-do-1-klasy-wyd-nowa-era-CID751-ID13s8SX.html?search_reason=search%7Corganic
Gra Zręcznościowa Logiczna Rodzinna Szybkie Gumki Na Palce Finger Game,"23,99 zł",2399,False,Dzisiaj o 15:34,2026-05-05,Dla Dzieci > Zabawki > Gry dla dzieci,Dla Dzieci,Zabawki,Gry dla dzieci,,Łódzkie,Zelów,,https://www.olx.pl/d/oferta/gra-zrecznosciowa-logiczna-rodzinna-szybkie-gumki-na-palce-finger-game-CID88-ID189xDa.html?search_reason=search%7Corganic
Historia Świata - stan bardzo dobry !,150 zł,150,False,Dzisiaj o 15:34,2026-05-05,Muzyka i Edukacja > Książki > Literatura,Muzyka i Edukacja,Książki,Literatura,,Łódzkie,Piotrków Trybunalski,,https://www.olx.pl/d/oferta/historia-swiata-stan-bardzo-dobry-CID751-IDVpcQi.html?search_reason=search%7Corganic
"Książki GruS GruB dich Peter Anna Przybecka Waldemar Trambacz cz.1,3",30 zł,30,False,Dzisiaj o 15:34,2026-05-05,Muzyka i Edukacja > Książki > Książki naukowe,Muzyka i Edukacja,Książki,Książki naukowe,,Kujawsko-pomorskie,Włocławek,,https://www.olx.pl/d/oferta/ksiazki-grus-grub-dich-peter-anna-przybecka-waldemar-trambacz-cz-1-3-CID751-IDmB1Tg.html?search_reason=search%7Corganic
CamelBak KUDU 10l MTB back protector,250 zł,250,False,Odświeżono dzisiaj o 15:34,2026-05-05,Sport i Hobby > Rowery > Odzież i obuwie rowerowe > Pozostałe,Sport i Hobby,Rowery,Odzież i obuwie rowerowe,Pozostałe,Małopolskie,Kraków,Grzegórzki,https://www.olx.pl/d/oferta/camelbak-kudu-10l-mtb-back-protector-CID767-ID1apXjz.html?search_reason=search%7Corganic
deszcz śnieg grad osłona konwertera LNB,54 zł,54,False,Dzisiaj o 15:34,2026-05-05,Elektronika > Pozostałe,Elektronika,Pozostałe,,,Śląskie,Zawiercie,Centrum,https://www.olx.pl/d/oferta/deszcz-snieg-grad-oslona-konwertera-lnb-CID99-IDQF5ic.html?search_reason=search%7Corganic
Pogwarancyjny Serwis Naprawa Laptopów Komputerów Stacjonarnych,,,False,23 kwietnia 2026,2026-04-23,"Usługi > Serwis i naprawa RTV, AGD, Elektronika > Laptopy, komputery, konsole",Usługi,"Serwis i naprawa RTV, AGD, Elektronika","Laptopy, komputery, konsole",,Mazowieckie,Warszawa,Wola,https://www.olx.pl/d/oferta/pogwarancyjny-serwis-naprawa-laptopow-komputerow-stacjonarnych-CID4371-IDzspux.html?search_reason=search%7Cpromoted
Instrukcja obsługi Same Aster 60  Aster 70,"79,90 zł",7990,False,Odświeżono dnia 19 kwietnia 2026,2026-04-19,Muzyka i Edukacja > Książki > Poradniki i albumy,Muzyka i Edukacja,Książki,Poradniki i albumy,,Wielkopolskie,Szamotuły,,https://www.olx.pl/d/oferta/instrukcja-obslugi-same-aster-60-aster-70-CID751-ID18UjkZ.html?search_reason=search%7Cpromoted
Dom wolnostojący | Cesarzowice,1 549 990 zł,1549990,False,11 kwietnia 2026,2026-04-11,,,,,,,,,https://www.otodom.pl/pl/oferta/dom-wolnostojacy-cesarzowice-ID4zt1K
Koszula chłopięca z krótkimi rękawem r.128,20 zł,20,False,Dzisiaj o 15:34,2026-05-05,Dla Dzieci > Ubranka dla chłopców > Koszule,Dla Dzieci,Ubranka dla chłopców,Koszule,,Śląskie,Wilkowice,,https://www.olx.pl/d/oferta/koszula-chlopieca-z-krotkimi-rekawem-r-128-CID88-ID16auMI.html?search_reason=search%7Corganic
Zestaw 9 szt. luster ściennych naklejane lustro ścienne dekoracja,119 zł,119,False,Dzisiaj o 15:34,2026-05-05,Dom i Ogród > Wyposażenie wnętrz > Lustra,Dom i Ogród,Wyposażenie wnętrz,Lustra,,Mazowieckie,Piastów,,https://www.olx.pl/d/oferta/zestaw-9-szt-luster-sciennych-naklejane-lustro-scienne-dekoracja-CID628-ID14mTSx.html?search_reason=search%7Corganic
Dekiel pokrywa kapa oleju sprzęgła WSK 175 dobry stan wysyłka 7.318,100 zł,100,False,Odświeżono dzisiaj o 15:34,2026-05-05,Motoryzacja > Części motocyklowe,Motoryzacja,Części motocyklowe,,,Łódzkie,Stęszów,,https://www.olx.pl/d/oferta/dekiel-pokrywa-kapa-oleju-sprzegla-wsk-175-dobry-stan-wysylka-7-318-CID5-ID1ajodS.html?search_reason=search%7Corganic
Fotelik samochodowy Recaro,100 zł,100,False,Łostowice - Dzisiaj o 15:34,2026-05-05,Dla Dzieci > Foteliki,Dla Dzieci,Foteliki,,,Nosidełka,Nosidełka - Pomorskie,Nosidełka - Gdańsk,https://www.olx.pl/d/oferta/fotelik-samochodowy-recaro-CID88-ID1a7SQR.html?search_reason=search%7Corganic
Karty piłkarskie (2012-2017) ponad 250 kart,230 złdo negocjacji,230,True,Dzisiaj o 15:34,2026-05-05,Antyki i Kolekcje > Kolekcje > Karty kolekcjonerskie,Antyki i Kolekcje,Kolekcje,Karty kolekcjonerskie,,Mazowieckie,Siedlce,,https://www.olx.pl/d/oferta/karty-pilkarskie-2012-2017-ponad-250-kart-CID4042-ID1a5vCb.html?search_reason=search%7Corganic
"Bluzka w kwiaty , narzutka roz.42",15 złdo negocjacji,15,True,Dzisiaj o 15:34,2026-05-05,Moda > Ubrania damskie > Bluzki i koszule > Bluzki,Moda,Ubrania damskie,Bluzki i koszule,Bluzki,Opolskie,Opole,,https://www.olx.pl/d/oferta/bluzka-w-kwiaty-narzutka-roz-42-CID87-ID106Iqy.html?search_reason=search%7Corganic
"KLIMAG - klimatyzacja - sprzedaż, montaż, serwis",,,False,Odświeżono dzisiaj o 15:34,2026-05-05,Usługi > Usługi budowlane i remontowe > Instalacje,Usługi,Usługi budowlane i remontowe,Instalacje,,Łódzkie,Piotrków Trybunalski,,https://www.olx.pl/d/oferta/klimag-klimatyzacja-sprzedaz-montaz-serwis-CID4371-IDJhTZS.html?search_reason=search%7Corganic
